construction_type_name,u_w_per_m2_k,description_x,material_opaque_id_layers,description_y
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",3,polyethylene 4 ml vapour barrier
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",4,"foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",5,"plywood sheathing, CDX, 0.5 in, pneumatic nailer"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",6,"weather barrier, spunbonded polyethylene"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",54,"0.5"" Isoboard, 4 x 8 sheet, foil faced (RSI 0.48)"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-1,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",1,gypsum wallboard 0.5 in thick
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",138,"Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",3,polyethylene 4 ml vapour barrier
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",43,"fibreglass batts, 6 in thick RSI 3.35"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",6,"weather barrier, spunbonded polyethylene"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",56,"Isoboard, 1"" thick, RSI .98"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-1,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",1,gypsum wallboard 0.5 in thick
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",138,"Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",3,polyethylene 4 ml vapour barrier
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",53,"foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",6,"weather barrier, spunbonded polyethylene"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",56,"Isoboard, 1"" thick, RSI .98"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-1,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",1,gypsum wallboard 0.5 in thick
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",138,"Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",3,polyethylene 4 ml vapour barrier
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",53,"foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",6,"weather barrier, spunbonded polyethylene"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",63,"Isoboard, 1.5"" thick, RSI 1.38"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-1,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Insulated 2 x 6 Wooden Stud Wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",134,"XPS, 3"" 2.64"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",20,"Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",21,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",139,"Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends"
BTAP-ExteriorWall-Mass-2,0.31446540880503143,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",141,"Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\"""
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",42,"XPS, 25 PSI, 2 sheets of 2"" RSI 1.76 each total 4"" RSI 3.52"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",20,"Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",21,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",139,"Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends"
BTAP-ExteriorWall-Mass-2,0.2777777777777778,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",141,"Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\"""
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",58,"XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.25"" sheets RSI 4"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",20,"Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",21,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",139,"Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends"
BTAP-ExteriorWall-Mass-2,0.2469135802469136,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",141,"Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\"""
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",55,"XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.5"" sheets: total 5"" RSI 4.4"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",20,"Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",21,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",139,"Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends"
BTAP-ExteriorWall-Mass-2,0.21008403361344538,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",141,"Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\"""
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",24,"Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",25,"masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",26,masonry #5 and #6 reinforcing bars placed vertically
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",27,"Control joint, PVC"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",28,"Grout, 8"" thick including pumping"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",68,"Polyurethane Foam 4.5"" thick, RSI 5.15 modified to 5.5"" foaming RSI 6.18"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",20,"Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",21,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated"
BTAP-ExteriorWall-Mass-2,0.18315018315018314,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall",139,"Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends"
